SatisfiesConds,Places,Transitions,Arcs,Variables,Conditions,Boundedness,LtsStates,LtsArcs,CgRefStates,CgRefArcs,DeadTransitions,Deadlocks,Soundness,VerificationTime,LtsTime,CgRefTime,Id
True,26,47,103,5,7,False,93,103,0,0,19,False,False,239,239,0,ec8df0ec-9572-4b60-8adc-d85fd1d69fc0
True,33,35,83,44,5,False,60,59,0,0,15,False,False,279,279,0,fe44386b-952e-49ca-bb5b-828d9a9a2d2b
True,36,34,90,37,27,False,317,316,0,0,4,False,False,2881,2881,0,b4ad9dde-10b7-4f77-8d1a-6fe3595f9958
True,42,47,112,25,40,False,89,88,0,0,18,False,False,851,851,0,4d25dfc3-b7bb-4050-a3d8-218c603f6f7a
True,37,26,81,45,12,False,40,39,0,0,11,False,False,207,207,0,0586a9f8-e064-460e-8573-e7face3d5a44
True,48,27,125,48,18,False,58,57,0,0,6,False,False,346,346,0,ab82a845-f173-4026-b196-e6f3df26142b
True,41,34,124,24,32,False,193,192,0,0,10,False,False,1032,1032,0,38b6dfc4-6922-43f6-863d-0b0d5d8835a7
True,38,36,91,28,26,False,66,65,0,0,17,False,False,421,421,0,8d518dc7-2a8b-41d5-928a-c62403fff033
True,45,35,112,26,14,False,127,126,0,0,15,False,False,594,594,0,ee4f1a62-0d09-4d37-9999-ddce5dc75716
True,46,26,118,36,37,False,46,45,0,0,7,False,False,417,417,0,cc580661-3648-46d3-a29e-c2ecbe45b7bb
True,35,46,104,6,29,False,154,153,0,0,16,False,False,379,379,0,0c8ad1a8-9705-4d1d-b965-37fd5afb5e8e
True,39,35,87,21,17,False,117,116,0,0,10,False,False,447,447,0,4eb928de-21c1-4127-9a45-8707fbd9a21e
True,31,40,99,9,10,False,56,55,0,0,18,False,False,150,150,0,a818681d-c432-459d-b8f5-28de11ec9aa8
True,43,32,125,29,16,False,247,246,0,0,6,False,False,1248,1248,0,472d304f-db7f-4c87-9a9e-812b4288ebff
True,40,34,101,28,45,False,117,116,0,0,12,False,False,822,822,0,86884951-be19-41ae-9b68-f8531d5d1d6a
True,29,31,89,9,28,False,231,230,0,0,8,False,False,1162,1162,0,1559ea96-de61-451d-a106-f90a4291dbac
True,41,48,120,45,10,False,86,85,0,0,23,False,False,285,285,0,7403f5c1-2670-44d9-9d47-e1dbf1710260
True,43,33,124,13,11,False,143,142,0,0,11,False,False,620,620,0,e42597ba-ccb0-4282-9c5e-c1ac99bfcc61
True,28,30,102,39,33,False,74,73,0,0,12,False,False,484,484,0,e2a80959-9e5c-4a2f-a444-41754b55ff00
True,41,40,108,5,26,False,95,94,0,0,19,False,False,346,346,0,9c775ca5-1224-41d4-8a23-1f8bfd6016aa
True,30,32,111,5,44,False,95,94,0,0,13,False,False,521,521,0,ec9bc79c-a227-42b7-b9da-b73d813082b7
True,34,33,84,47,12,False,55,54,0,0,15,False,False,193,193,0,0b1f7ecd-2a9f-4e41-8553-3b5209bc8c2e
True,29,43,96,13,45,False,118,117,0,0,16,False,False,924,924,0,6ce9da48-3dd3-4ab4-8828-24821b8b9df4
True,34,28,80,22,27,False,86,85,0,0,6,False,False,353,353,0,945e28bc-449d-40d0-9f89-29ac5a9f1495
True,46,44,123,6,33,False,137,136,0,0,16,False,False,509,509,0,dc5714b6-682c-4e99-acc8-19ba4eca5df8
True,48,33,138,20,41,False,180,179,0,0,13,False,False,912,912,0,b4b35bf3-1910-495d-bf21-d161decb9d37
True,43,46,118,21,12,False,309,308,0,0,17,False,False,1477,1477,0,9d0ff330-fc8c-4e4d-bc2a-6a35db558640
True,40,31,97,45,33,False,68,67,0,0,8,False,False,379,379,0,0a576141-c9b8-4c96-aae2-a02ee1722b91
True,44,44,101,29,46,False,293,292,0,0,13,False,False,3423,3423,0,bace6b85-436b-44ed-a9a4-4e66cd73fbcd
True,34,28,103,13,27,False,94,93,0,0,8,False,False,401,401,0,4014b353-8c1e-4fa4-a7fb-41175d4d62b4
True,31,30,96,22,25,False,94,93,0,0,10,False,False,626,626,0,6855ce47-650b-4f04-8f9b-8b53d6cad78e
True,49,45,117,43,35,False,184,183,0,0,20,False,False,1362,1362,0,0be2dc88-a644-4944-999e-3a9e085bde3d
True,50,37,133,32,37,False,94,93,0,0,16,False,False,492,492,0,e4ff6f9d-3a5d-4a58-a6f4-022ff8aa3bc8
True,42,32,115,32,15,False,110,109,0,0,6,False,False,528,528,0,4751201f-a2ef-4de6-ac10-871913f2eb39
True,43,28,96,38,38,False,73,72,0,0,0,False,False,831,831,0,6dbb2518-d239-4f31-b68b-1be7343bb8c3
True,39,45,125,45,23,False,163,162,0,0,18,False,False,680,680,0,3dd281d9-9973-4d1c-a671-b77c2a2fdfa6
True,47,27,112,23,24,False,35,34,0,0,9,False,False,193,193,0,4b326cba-6528-47e3-94cd-4e63882d65e0
True,41,45,104,10,33,False,126,125,0,0,18,False,False,649,649,0,56a201fe-23b3-4d33-ba0e-00df2604d217
True,49,43,125,10,26,False,1059,1058,0,0,7,False,False,5544,5544,0,3b46b6c6-45d3-4d4b-b146-f95962ef98fb
True,39,38,97,43,49,False,309,308,0,0,9,False,False,4704,4704,0,ea03778b-8617-4dfc-b6c8-0c1f6f22a4dd
True,49,44,124,13,41,False,66,65,0,0,21,False,False,401,401,0,554b8846-7032-4dc2-a8f2-bc81ae74bc05
True,44,46,104,9,15,False,222,221,0,0,18,False,False,1161,1161,0,a84d4e50-5569-428b-bb24-bc182c371688
True,41,48,123,21,50,False,70,69,0,0,21,False,False,274,274,0,56e4d3e8-d98d-4447-b0dd-6e4f320dcb9d
True,39,34,119,50,15,False,600,599,0,0,9,False,False,6156,6156,0,1c00db65-f07e-4fe3-b099-17480dfe6d05
True,40,45,103,30,20,False,99,98,0,0,19,False,False,654,654,0,3d582c6b-1ebf-453e-be20-d2ddc25963f8
True,37,33,87,7,35,False,123,122,0,0,13,False,False,441,441,0,1bb905f1-75ee-4c47-a0d4-7f31976a399e
True,50,27,138,24,47,False,567,566,0,0,3,False,False,7958,7958,0,2a9bda31-0b75-49e6-9796-2001fdf4f3c5
True,36,31,81,10,44,False,534,533,0,0,1,False,False,3694,3694,0,b2e8d2bb-d435-4554-a379-0b8da2cb60a5
True,35,35,96,29,5,False,108,107,0,0,16,False,False,280,280,0,e403fc87-d674-471d-9a7a-96e0770f409a
True,59,57,146,24,34,False,416,415,0,0,25,False,False,3903,3903,0,31444e25-3b06-43cb-833b-63276c8f4ed5
True,73,75,204,31,52,False,337,336,0,0,33,False,False,2608,2608,0,e66182aa-d96c-4ba3-a800-7ea339d71fea
True,53,63,168,52,16,False,325,324,0,0,24,False,False,1481,1481,0,84294783-45d9-4d87-941a-2722b5733e9c
True,56,71,189,23,68,False,409,411,0,0,25,False,False,2964,2964,0,2692a195-87f0-4a8b-bc57-d32b9c729073
True,56,52,179,26,21,False,171,170,0,0,25,False,False,550,550,0,a7ffd787-27f0-4d97-8677-18ba41d0add3
True,56,65,172,11,23,False,336,335,0,0,26,False,False,1166,1166,0,ac972370-ea5e-4297-8567-e645323a25e7
True,72,64,181,42,64,False,696,695,0,0,15,False,False,9424,9424,0,d9d760e7-33c8-4e2e-8a5d-75d4627de8f3
True,75,55,198,38,70,False,564,563,0,0,17,False,False,11658,11658,0,6ebfe2d1-0257-42c8-bdb7-f36cdb014827
True,53,74,172,51,63,False,174,174,0,0,35,False,False,1496,1496,0,8d0d51dd-96ad-4420-87b0-6aff31607e4c
True,64,59,150,55,58,False,1321,1320,0,0,22,False,False,23805,23805,0,19e49d6b-c0fe-47c3-9f50-b71963856bf2
True,67,59,194,33,65,False,441,440,0,0,26,False,False,3846,3846,0,1c34c30b-2318-4db0-8e56-c868ee60db91
True,62,52,155,18,75,False,140,139,0,0,21,False,False,1281,1281,0,e7cd54ee-2e96-4a97-b397-10a953cdea1a
True,67,63,184,41,55,False,599,598,0,0,30,False,False,5348,5348,0,81afaf4a-481c-43b7-99bd-68ecd767b155
True,74,73,177,57,22,False,515,514,0,0,22,False,False,7523,7523,0,f23fe0d1-a925-4c2f-8334-788348184e96
True,75,53,171,13,39,False,237,236,0,0,19,False,False,2015,2015,0,58de1725-c19a-49d2-a380-8421a5e73f7a
True,59,56,156,38,45,False,611,610,0,0,25,False,False,5441,5441,0,644342f5-c5c0-4acc-bdf2-eebbf0788af3
True,72,66,202,67,27,False,276,275,0,0,32,False,False,2205,2205,0,bb1f1d8b-29a1-4c40-becf-be27176a0b66
True,74,69,169,71,60,False,514,513,0,0,25,False,False,14493,14493,0,91064b92-9309-44f8-b0fb-aa2b19bfac1f
True,55,74,170,62,53,False,483,496,0,0,33,False,False,13920,13920,0,ead88e3a-83a3-4910-b9a2-1b44ad5f4f51
True,59,67,159,22,32,False,273,308,0,0,19,False,False,1366,1366,0,2a392de5-6be4-4207-9872-edf149d5a257
True,72,63,201,29,32,False,218,217,0,0,28,False,False,1819,1819,0,895cc4b4-82d1-4bfb-b775-f79c2e72d518
True,69,62,181,54,25,False,435,434,0,0,26,False,False,4871,4871,0,52f47e34-0452-4332-ac01-15cbc3ce8dbe
True,56,51,143,13,59,False,152,151,0,0,19,False,False,1076,1076,0,c3e74f41-06e1-4d77-98d3-cd856aa78be7
True,69,63,171,46,35,False,991,990,0,0,21,False,False,18319,18319,0,727d0a96-25db-4a32-aedf-4adb9386b5ac
True,59,70,204,53,74,False,302,301,0,0,31,False,False,2926,2926,0,25a5a447-1528-4f52-a07a-b36b1129e6e6
True,54,60,159,47,35,False,191,198,0,0,26,False,False,1421,1421,0,9c4dbdd4-744e-4a9c-9ac6-d8cf132ea909
True,74,58,204,68,33,False,177,176,0,0,26,False,False,1206,1206,0,145f7493-b675-4f5d-83eb-b3c19a28fee2
True,65,67,182,66,51,False,336,335,0,0,24,False,False,5885,5885,0,3cd06e99-6851-4831-a2dd-ad62f0ec110e
True,72,55,178,18,37,False,416,415,0,0,18,False,False,3374,3374,0,253ad695-9a2c-4727-acc2-ec427d71d830
True,59,54,163,40,49,False,251,250,0,0,19,False,False,2529,2529,0,c3da23d2-b7b5-407c-b58f-13e074104087
True,54,52,135,12,29,False,573,572,0,0,16,False,False,4196,4196,0,7cc65451-14b7-45af-9573-b654c78c56fd
True,74,67,200,20,58,False,831,830,0,0,23,False,False,4595,4595,0,d7b94374-b1c3-4f8a-a435-873d31132835
True,64,65,162,33,36,False,184,183,0,0,31,False,False,1696,1696,0,90b7a362-4da3-4e33-a8a5-18201deea302
True,75,64,186,41,34,False,1294,1293,0,0,21,False,False,20916,20916,0,e0ca47bb-d8d1-42d3-8f28-c34bad98356f
True,63,53,152,56,26,False,107,106,0,0,25,False,False,1761,1761,0,f9703b7c-bf47-4785-9a73-a8a3b15cd3e1
True,54,66,199,58,56,False,221,223,0,0,26,False,False,1510,1510,0,6ff91e06-726a-4c79-a3c2-6ff488da0f4e
True,69,74,186,73,43,False,581,580,0,0,36,False,False,24267,24267,0,85c5c1a0-ac8b-4b97-a430-f3a181f7eb10
True,73,51,166,33,11,False,48,47,0,0,24,False,False,350,350,0,ee9b113f-a645-4337-9374-4f52cc45f24f
True,74,61,180,26,32,False,682,681,0,0,22,False,False,4622,4622,0,a747ce17-2256-433c-b358-a1bee0c675c7
True,68,68,202,12,15,False,1146,1145,0,0,29,False,False,15414,15414,0,ed9ed541-054f-4325-9fd7-59b1c06b25a9
True,74,54,216,32,43,False,453,452,0,0,25,False,False,6168,6168,0,fd6d0504-987f-42bc-9750-6c78178942ae
True,62,69,173,75,64,False,350,349,0,0,30,False,False,9119,9119,0,fe03f093-566c-4b89-a392-79826099dfe8
True,69,54,171,23,28,False,592,591,0,0,11,False,False,11878,11878,0,753d94d0-5c4e-45d8-a387-e922b620b3bf
True,55,65,151,28,43,False,320,319,0,0,30,False,False,4452,4452,0,ea305350-2667-49ca-ab9c-249403f6c0c8
True,72,58,189,62,75,False,7541,7540,0,0,11,False,False,541506,541506,0,a099ea22-b8c4-491f-9d43-e4b7eaa0c5b0
True,63,68,204,52,63,False,446,446,0,0,29,False,False,8539,8539,0,ac9a02c6-fdc4-43a1-bf5a-3d1772e29b2b
True,62,73,176,30,46,False,228,227,0,0,30,False,False,3312,3312,0,d850e695-a5d5-4047-a4ba-017f99454b89
True,52,52,125,12,53,False,120,119,0,0,25,False,False,1506,1506,0,cb516ff3-af48-455d-9a0d-e916e134e554
True,75,60,174,34,62,False,160,159,0,0,26,False,False,2295,2295,0,eae9c51b-bf1c-48ad-8392-8b8f127a3059
True,68,56,190,75,55,False,1636,1635,0,0,16,False,False,150812,150812,0,0f936f20-ab70-404a-8fa6-f0dcf7dfb66a
True,55,73,216,18,23,False,288,287,0,0,35,False,False,2627,2627,0,13c63d2c-fb14-40a8-90ce-bec85c3b5c79
True,74,51,196,60,61,False,141,140,0,0,22,False,False,1738,1738,0,ac55c90f-a36b-4f37-b228-c012d71e3224
True,71,58,176,70,71,False,171,170,0,0,25,False,False,4632,4632,0,33ea1d1a-56a4-4210-bb75-a36fcab51016
True,75,57,168,18,71,False,90,89,0,0,17,False,False,1072,1072,0,7a407847-bf9d-47dd-8dfa-9988e789505f
True,73,69,213,10,24,False,603,602,0,0,33,False,False,6396,6396,0,c3385523-798d-46bd-8579-1582ded15240
True,60,72,165,25,24,False,293,294,0,0,26,False,False,4399,4399,0,5cafc5e8-859c-4fd6-b5a2-749fa4dba96c
True,71,63,182,22,70,False,493,492,0,0,28,False,False,13744,13744,0,ca56e1e6-5477-4a09-91a9-35969fa92650
True,72,59,188,23,28,False,184,183,0,0,24,False,False,1017,1017,0,c251be29-368c-4c5e-bf73-da7ccd695e5f
True,53,55,162,57,34,False,205,204,0,0,26,False,False,3496,3496,0,9b41b79a-40b0-413c-a334-bfc967935af4
True,72,54,185,16,49,False,508,507,0,0,17,False,False,3673,3673,0,130394ae-407f-4688-a04e-6383be8f1811
True,64,70,177,70,64,False,506,509,0,0,33,False,False,13771,13771,0,5a541b9f-1d84-4ed1-99b0-d21bbf7a39b8
True,58,60,140,53,11,False,53,52,0,0,29,False,False,200,200,0,9ee08010-6cc1-4959-816c-9dab48b2afaf
True,58,52,156,67,74,False,279,278,0,0,24,False,False,4811,4811,0,2e147d54-4e7c-4a07-b775-689bcfbdf60d
True,67,70,190,36,42,False,228,227,0,0,33,False,False,2998,2998,0,a7571955-fec5-4ee7-9510-8f544c47c618
True,55,69,160,30,23,False,157,156,0,0,21,False,False,1441,1441,0,b62516c2-9899-4e11-9a28-5788672ff35c
True,56,70,160,39,47,False,214,214,0,0,22,False,False,2768,2768,0,8fea9ca1-cbba-4c11-82b8-190c7d92c885
True,75,57,208,56,37,False,126,125,0,0,25,False,False,1915,1915,0,2524cda6-100d-41dc-8722-79e015eb176c
True,74,66,171,12,45,False,1714,1713,0,0,9,False,False,33185,33185,0,efe891e3-7cec-4e5c-a3e1-b81d200fd216
True,66,53,159,66,32,False,177,176,0,0,20,False,False,4030,4030,0,dc96b30e-0480-4e52-b9b8-7d0b590d61bf
True,52,55,157,34,64,False,303,302,0,0,25,False,False,3349,3349,0,489af1c0-e339-42d1-8b98-4641ca4a511b
True,54,61,169,32,64,False,456,455,0,0,22,False,False,11674,11674,0,97893c6c-926b-4f27-b0f5-35428d0118d7
True,53,72,163,48,39,False,250,249,0,0,31,False,False,2175,2175,0,afa86621-2292-4677-9586-c3ec43afda77
True,58,53,158,15,31,False,217,216,0,0,23,False,False,2470,2470,0,fcde689e-e8ff-413b-b3ae-67710dce4910
True,74,51,216,65,23,False,192,191,0,0,24,False,False,4213,4213,0,206a94f9-99ab-499a-9e61-2aeb3a805597
True,75,63,214,10,45,False,536,535,0,0,28,False,False,8586,8586,0,974018da-5bba-43be-9e20-8c8c0ff701a9
True,67,63,168,62,72,False,1475,1474,0,0,21,False,False,38998,38998,0,6fc30608-71ad-4d0b-b2e6-5fdf1a3c680a
True,51,66,200,58,46,False,253,252,0,0,26,False,False,3991,3991,0,6f21ac7b-2fcf-4917-9b34-4623e7ece971
True,67,54,192,40,62,False,170,169,0,0,25,False,False,3481,3481,0,09dd7d8a-987c-42f1-b822-92298b2ef740
True,75,64,169,62,14,False,165,164,0,0,30,False,False,2238,2238,0,4f68ebc0-2486-45fa-90dc-49823080aa9f
True,63,55,168,32,54,False,595,594,0,0,9,False,False,19896,19896,0,28089274-1665-40df-b297-c4f543b40ffe
True,63,61,195,22,46,False,2054,2053,0,0,21,False,False,75026,75026,0,c2aae9b7-87c8-4207-a170-155abf0e6c49
True,71,59,162,64,70,False,272,271,0,0,24,False,False,3264,3264,0,87acbc97-d404-4e96-8f7d-cde4393f2df4
True,67,63,162,49,48,False,953,952,0,0,25,False,False,19049,19049,0,d20ff12a-a7ad-419d-b046-539a40604699
True,73,53,180,17,10,False,295,294,0,0,23,False,False,2159,2159,0,162b296a-a63a-4811-911e-abfaa39044ba
True,53,51,132,63,35,False,427,426,0,0,23,False,False,12042,12042,0,9bb92bd5-6550-4f04-bda3-0e4380dab94f
True,62,51,153,73,14,False,179,178,0,0,21,False,False,3672,3672,0,28d4be01-75a2-493c-a5bc-7a49105e7a08
True,61,59,178,48,39,False,491,490,0,0,27,False,False,10924,10924,0,6f56435b-510a-48b1-81a6-bad98845648d
True,71,64,192,36,23,False,835,834,0,0,26,False,False,8577,8577,0,bf979520-b1ba-4ce5-97e8-561ace992e5f
True,70,72,183,34,47,False,334,333,0,0,34,False,False,2694,2694,0,3948fc7b-6724-4564-bc27-fa721e7f730e
True,74,70,211,74,61,False,1000,999,0,0,24,False,False,25451,25451,0,47089711-b89d-415a-bd42-23bbeed50426
True,73,73,182,43,36,False,200,199,0,0,32,False,False,2648,2648,0,5ae339e8-c05d-45d4-9f6d-06a5de84a457
True,66,61,184,28,71,False,444,443,0,0,26,False,False,5639,5639,0,3264fcd9-0752-4cbf-83a5-f8c4d09d2baa
True,66,70,198,60,36,False,449,448,0,0,30,False,False,9864,9864,0,937e6e6a-0378-462b-921a-3e2e27f56cc4
True,56,52,165,63,42,False,182,181,0,0,25,False,False,4397,4397,0,39e98c44-f68a-44da-b813-b5e952275551
True,70,51,168,60,22,False,181,180,0,0,15,False,False,3985,3985,0,f43a7d6a-4197-4248-8aa3-46e04734387f
True,54,59,155,13,38,False,413,412,0,0,22,False,False,4418,4418,0,d14a72a2-3b2d-4028-a93d-ece859890aa4
True,61,70,179,27,15,False,221,220,0,0,30,False,False,1239,1239,0,6fffa470-0816-42a5-bd14-373c507dc600
True,72,51,185,24,73,False,132,131,0,0,24,False,False,2301,2301,0,8af6d664-524f-4734-bb22-f00823a592a0
True,71,53,183,61,60,False,252,251,0,0,25,False,False,4551,4551,0,ef4a7ead-b98d-4bc9-9867-1c7cf21cdac3
True,74,54,191,23,75,False,337,336,0,0,21,False,False,7690,7690,0,b27c7ce0-c5be-45b9-9f5b-06f11ae6b22a
True,71,59,205,21,19,False,685,684,0,0,24,False,False,8116,8116,0,8b01d5a7-855b-4ae4-9cec-ce93e97a63f7
True,70,61,196,20,53,False,425,424,0,0,29,False,False,9960,9960,0,2c6624e9-a42d-4a4c-a411-c1e4e71f346a
True,73,54,166,27,61,False,604,603,0,0,3,False,False,12377,12377,0,325cbbf2-b4f5-4cbc-b7d2-1e60efa7c910
True,54,56,157,36,50,False,242,241,0,0,24,False,False,4139,4139,0,f9b61422-586c-4d05-913c-9e78f03114b5
True,74,51,169,53,16,False,143,142,0,0,15,False,False,1365,1365,0,c121b520-82ba-459b-9d2a-d98214824638
True,70,53,182,62,56,False,147,146,0,0,25,False,False,1795,1795,0,84616807-9410-4e9c-8cc2-e996d80c9a67
True,64,56,157,60,17,False,195,194,0,0,22,False,False,2989,2989,0,fef6825a-c835-4770-9755-f284a1ddd8dd
True,73,73,165,52,75,False,126,125,0,0,27,False,False,3212,3212,0,e6011e17-7a00-42da-bb74-4de16e51f086
True,74,74,185,69,51,False,871,870,0,0,33,False,False,23101,23101,0,3277c847-1e45-4c88-b4ce-102e2522c297
True,70,67,204,18,25,False,507,506,0,0,30,False,False,2938,2938,0,3333cda8-dbfc-4797-a484-1bfc7f10b78c
True,72,55,185,70,44,False,386,385,0,0,15,False,False,16707,16707,0,4213dc69-2ead-4e62-bc6a-0c253c45918a
True,66,71,168,22,41,False,725,724,0,0,30,False,False,5753,5753,0,460f1d88-7037-41ea-8bab-83d1b05b87c7
True,54,55,154,70,66,False,453,452,0,0,21,False,False,9027,9027,0,b06bc5b5-c495-4b3a-937c-d472dac5d034
True,52,62,149,35,52,False,145,144,0,0,30,False,False,2975,2975,0,043484fb-0f45-4c3a-a33c-da6fd6fb5ec9
True,60,57,139,35,73,False,626,625,0,0,17,False,False,21577,21577,0,c6f40bb3-4a52-48c2-b5f1-27343e185aad
True,57,67,204,68,55,False,582,581,0,0,26,False,False,7142,7142,0,35e279e4-fdf0-4454-8400-b53d535a2203
True,63,55,167,59,34,False,394,393,0,0,21,False,False,10086,10086,0,1974b5a1-7547-4062-9f0e-caf50ac24f90
True,100,93,266,16,94,False,1648,1647,0,0,41,False,False,18338,18338,0,748e097d-55cd-4156-acae-74a7e72c4657
True,86,79,202,23,43,False,911,910,0,0,36,False,False,7838,7838,0,e3c301f1-d0af-4637-9f73-f11ac2cbe2cb
True,85,94,249,82,89,False,481,480,0,0,42,False,False,3611,3611,0,d54f3477-6c19-447e-9035-5a8ecdcdf45f
True,100,93,236,57,75,False,605,604,0,0,42,False,False,14019,14019,0,2546e81a-bfbc-4343-bbc5-717be8c835e8
True,90,76,274,50,45,False,279,278,0,0,37,False,False,3700,3700,0,66a3675f-aa9e-4c07-b65e-8c570934aa99
True,90,93,269,33,81,False,3049,3048,0,0,39,False,False,105486,105486,0,91f1feff-702d-4d0e-8362-ec1a89801ba4
True,94,77,230,65,31,False,1029,1028,0,0,33,False,False,17037,17037,0,d96a4cfe-d819-40f7-9dbd-361cd2cd8761
True,89,79,262,63,49,False,528,527,0,0,35,False,False,16450,16450,0,b53e9124-2cea-4b40-a9b9-cf8fd6626c96
True,90,82,232,94,89,False,1224,1223,0,0,38,False,False,65944,65944,0,dbb36af5-2ed2-4225-932b-a23b2ca31c5b
True,97,82,270,69,67,False,3129,3128,0,0,36,False,False,177320,177320,0,320ea283-e679-4a78-a413-1f69752d8afe
True,98,85,227,77,66,False,708,707,0,0,35,False,False,41523,41523,0,93a09c60-af66-475c-a1ce-0d88d396fe0d
True,91,88,211,36,51,False,483,482,0,0,42,False,False,13625,13625,0,8175393a-b4e5-4e97-a455-af38f80a7644
True,82,88,208,28,41,False,690,689,0,0,34,False,False,9272,9272,0,74645584-088d-47a8-9e2b-0124554b15aa
True,82,84,239,55,87,False,773,772,0,0,36,False,False,22430,22430,0,82050570-e8db-401d-8289-eccd00002004
True,99,91,245,48,56,False,618,617,0,0,33,False,False,15098,15098,0,8674a308-1859-442c-a234-e33a89d3c0aa
True,97,99,254,69,80,False,1073,1072,0,0,47,False,False,38515,38515,0,c74acb60-3b25-4dc6-a4fe-88f2de21075d
True,86,99,237,34,84,False,2336,2335,0,0,32,False,False,112516,112516,0,7f0f7a30-7408-4582-8263-6165e77b0c78
True,98,78,248,17,99,False,940,939,0,0,38,False,False,18078,18078,0,406b3d59-d5d5-4e31-9f05-26a862640324
True,95,97,224,57,89,False,4239,4238,0,0,26,False,False,474014,474014,0,d9a38ae5-64b6-4f5f-8ea1-971739b99808
True,99,83,278,39,91,False,2196,2195,0,0,29,False,False,154465,154465,0,b4d4fa34-ea65-4481-9172-2394b19b6483
True,99,83,265,94,76,False,2246,2245,0,0,23,False,False,370163,370163,0,22f317eb-c1ee-4b7c-8bc1-ef5bca9df6b3
True,99,83,228,48,69,False,732,731,0,0,32,False,False,20547,20547,0,c0e07695-30d4-479c-aee4-47d36fd435ec
True,98,83,268,45,91,False,2041,2040,0,0,40,False,False,71124,71124,0,0cf5e98d-a155-46f8-be21-64bf9d3ef8a7
True,81,95,229,66,92,False,257,256,0,0,43,False,False,4567,4567,0,0ccce063-b88b-42a2-90c7-f460e2e3fd07
True,95,98,281,16,96,False,981,980,0,0,43,False,False,8632,8632,0,f1e521c6-99b9-4c36-b44d-bf03814adddb
True,78,82,230,86,69,False,538,537,0,0,38,False,False,15654,15654,0,dc21f04f-5f7b-4903-902f-a6cdac4c7558
True,95,84,246,90,94,False,1504,1503,0,0,31,False,False,70693,70693,0,c15f77b2-d84b-4a14-923f-aaf15310e47f
True,94,85,259,84,83,False,475,474,0,0,37,False,False,27569,27569,0,67617f71-7ae2-4481-aeea-38420266840c
True,92,99,242,46,58,False,934,933,0,0,48,False,False,15070,15070,0,6d2c2c53-ada5-42a1-bf69-87afb756c068
True,98,86,232,100,36,False,1058,1057,0,0,37,False,False,49858,49858,0,e3da3e7f-0e91-4aff-b8bf-cd96f8694906
True,79,77,252,50,62,False,797,796,0,0,36,False,False,11396,11396,0,7912866d-9b28-4965-abb1-75fcf549c159
True,96,76,235,48,19,False,523,522,0,0,25,False,False,7942,7942,0,a12dce66-12ec-49d7-8dd9-8954d45c606a
True,77,89,209,21,29,False,310,309,0,0,43,False,False,1430,1430,0,1f320d7b-8124-4224-9bfb-d8b1b9b665f0
True,83,83,202,23,60,False,354,353,0,0,37,False,False,4364,4364,0,e99c1e9b-dfe7-43db-8de5-a153ecaa06c5
True,82,78,193,67,31,False,2004,5676,0,0,35,False,False,64747,64747,0,50e526ab-362e-4eed-82b9-505fa95846ef
True,91,78,251,42,85,False,291,290,0,0,38,False,False,4155,4155,0,5a748e51-7bc8-4bc1-aee9-f0789fc03a7b
True,94,86,273,53,42,False,1403,1402,0,0,34,False,False,27274,27274,0,33d79976-7eaa-4114-b982-e3fea3f47818
True,79,82,252,22,52,False,1590,1589,0,0,31,False,False,25345,25345,0,ed8cdf93-6024-47c3-8a89-ebd3b95ad785
True,76,97,284,20,51,False,482,481,0,0,41,False,False,3662,3662,0,a581cde4-6912-46b6-b112-b272e5a39f6d
True,86,94,234,44,23,False,567,566,0,0,43,False,False,8482,8482,0,da953cc9-8271-4e03-b354-7b5ac3ab6a61
True,96,86,223,39,16,False,400,399,0,0,35,False,False,4911,4911,0,18cf030f-fb91-443d-930c-00dce9a3f65c
True,100,80,238,68,30,False,269,268,0,0,27,False,False,3110,3110,0,7d8caf33-0e8f-4564-b9a7-203eeb00a168
True,98,100,245,25,56,False,4533,4533,0,0,29,False,False,70309,70309,0,f07d38e4-bbe7-48af-9196-8036ca123421
True,86,77,221,53,55,False,772,771,0,0,31,False,False,21643,21643,0,a2347fba-164e-4cf6-b847-e777955f990b
True,76,97,236,42,49,False,2293,2292,0,0,39,False,False,27356,27356,0,e6419c26-6e26-4719-ac63-72b508868b81
True,99,78,256,71,16,False,386,385,0,0,30,False,False,4903,4903,0,9f921b09-8fdb-4406-bff8-28635018d039
True,91,86,225,64,84,False,642,641,0,0,35,False,False,10860,10860,0,403c0e32-92fd-4b35-ac4a-89b0d54f56c1
True,86,79,209,42,60,False,862,861,0,0,25,False,False,11753,11753,0,dafbfb65-5097-4be1-bba1-b2e87c1a64b8
True,85,77,200,70,42,False,1228,1227,0,0,29,False,False,32948,32948,0,c4fb24cc-6bfc-49e7-a9dd-74cf54b6e362
True,100,96,238,98,100,False,511,510,0,0,42,False,False,8770,8770,0,0f6b7d18-34fc-443d-bbd6-f048b051717e
True,79,78,211,59,57,False,1285,1284,0,0,36,False,False,59729,59729,0,086e29b4-13b9-4ef0-8eb5-d4a6e226106e
True,96,81,246,68,33,False,1084,1083,0,0,39,False,False,20390,20390,0,6fedb01c-27c4-49dc-9853-2e9c373bd413
True,77,92,246,88,80,False,1957,1956,0,0,39,False,False,34168,34168,0,7a6cb6d8-b0a3-4b92-b246-15e45f26cd75
True,98,80,268,99,35,False,454,453,0,0,35,False,False,15223,15223,0,40087068-052d-4c7f-85fe-92ad61825985
